"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Scorpion King, The",2002,92,60000000,5.3,10111,"PG-13",1,0,0,0,0,0,0
"Scotland, Pa.",2001,104,NA,6.8,1542,"R",0,0,1,0,0,0,0
"Scout, The",1994,101,NA,5.1,1090,"",0,0,1,1,0,0,0
"Scream",1996,111,15000000,7,43652,"R",0,0,0,0,0,0,0
"Scream 2",1997,120,24000000,5.9,21533,"R",0,0,0,0,0,0,0
"Scream 3",2000,116,40000000,5.4,15403,"R",0,0,0,0,0,0,0
"Screamers",1995,108,11000000,5.6,2725,"R",0,0,0,0,0,0,0
"Screwed",2000,78,10000000,4.8,1592,"PG-13",0,0,1,0,0,0,0
"Scrooge",1951,74,NA,8,3699,"",0,0,0,1,0,0,0
"Scrooged",1988,101,NA,6.6,8457,"",0,0,1,0,0,0,0
"Se7en",1995,127,30000000,8.4,88371,"R",0,0,0,1,0,0,0
"Sea Hawk, The",1940,127,1700000,7.8,1124,"",0,0,0,0,0,1,0
"Sea of Love",1989,113,NA,6.7,5072,"",0,0,0,1,0,0,0
"Seabiscuit",2003,141,86000000,7.5,11552,"PG-13",0,0,0,1,0,0,0
"Searchers, The",1956,119,3750000,8.2,10211,"",0,0,0,1,0,0,0
"Searching for Bobby Fischer",1993,110,NA,7.6,7771,"",0,0,0,1,0,0,0
"Secondhand Lions",2003,120,30000000,7.4,5543,"PG",0,0,1,1,0,0,0
"Seconds",1966,103,NA,7.5,1698,"R",0,0,0,1,0,0,0
"Secret Garden, The",1993,102,NA,7,3073,"",0,0,0,1,0,0,0
"Secret Lives of Dentists, The",2002,105,NA,6.5,1253,"R",0,0,0,1,0,0,0
"Secret Window",2004,96,40000000,6.3,13260,"PG-13",0,0,0,1,0,0,0
"Secret of My Succe$s, The",1987,110,NA,6.1,4389,"",0,0,1,0,0,0,0
"Secret of NIMH, The",1982,82,NA,7.3,4008,"",0,1,0,1,0,0,0
"Secret of Roan Inish, The",1994,103,NA,7.3,2080,"",0,0,0,0,0,0,0
"Secretary",2002,104,NA,7.2,9481,"R",0,0,1,1,0,1,0
"Secrets & Lies",1996,136,4500000,7.9,7747,"R",0,0,1,1,0,0,0
"See No Evil, Hear No Evil",1989,103,NA,5.8,3264,"",0,0,1,0,0,0,0
"See Spot Run",2001,94,16000000,5,1193,"PG",0,0,1,0,0,0,0
"Seed of Chucky",2004,87,12000000,5.1,1342,"R",0,0,1,0,0,0,0
"Seems Like Old Times",1980,100,NA,6.4,1195,"",0,0,1,0,0,1,0
"Selena",1997,127,20000000,6.1,2870,"PG",0,0,0,1,0,0,0
"Sen to Chihiro no kamikakushi",2001,125,NA,8.6,24253,"PG",0,1,0,1,0,0,0
"Sense and Sensibility",1995,136,16500000,7.7,13904,"PG",0,0,1,1,0,1,0
"Senseless",1998,96,NA,5.3,1656,"R",0,0,1,0,0,1,0
"Seom",2000,90,NA,7,1280,"",0,0,0,1,0,0,0
"Serendipity",2001,90,28000000,6.6,10795,"PG-13",0,0,1,0,0,1,0
"Sergeant York",1941,134,1400000,7.9,2239,"",0,0,0,1,0,0,0
"Serial Mom",1994,95,13000000,6.3,4750,"R",0,0,1,0,0,0,0
"Series 7: The Contenders",2001,86,NA,6.7,2253,"R",0,0,1,1,0,0,0
"Serpent and the Rainbow, The",1988,98,7000000,5.9,2166,"",0,0,0,0,0,0,0
"Serpico",1973,129,NA,7.5,6327,"",0,0,0,1,0,0,0
"Serving Sara",2002,99,29000000,4.6,2990,"PG-13",0,0,1,0,0,1,0
"Session 9",2001,97,1500000,6.6,3718,"R",0,0,0,1,0,0,0
"Set It Off",1996,123,9000000,6.1,1619,"R",1,0,0,1,0,0,0
"Seul contre tous",1998,89,NA,7,1046,"",0,0,0,1,0,0,0
"Seunlau ngaklau",2000,113,NA,6.8,1283,"R",1,0,0,0,0,0,0
"Seven Brides for Seven Brothers",1954,102,NA,7.2,3068,"",0,0,1,1,0,1,0
"Seven Days in May",1964,118,2200000,7.8,1960,"",0,0,0,1,0,0,0
"Seven Year Itch, The",1955,105,3200000,7.2,3211,"",0,0,1,0,0,0,0
"Seven Years in Tibet",1997,139,70000000,6.6,9426,"PG-13",0,0,0,1,0,0,0
"Seventh Sign, The",1988,97,NA,5.8,2866,"",0,0,0,1,0,0,0
"Sex, Lies, and Videotape",1989,100,1200000,7.1,7461,"",0,0,0,1,0,0,0
"Sexy Beast",2000,89,NA,7,7462,"R",0,0,1,1,0,0,0
"Sgt. Bilko",1996,93,39000000,5.1,3712,"PG",0,0,1,0,0,0,0
"Sgt. Pepper's Lonely Hearts Club Band",1978,113,18000000,3.6,1419,"",0,0,0,0,0,0,0
"Shade",2003,101,6800000,6.5,1616,"R",0,0,0,1,0,0,0
"Shadow Conspiracy",1997,103,45000000,4.5,1078,"R",1,0,0,0,0,0,0
"Shadow of a Doubt",1943,108,NA,8.1,5680,"",0,0,0,0,0,0,0
"Shadow of the Vampire",2000,87,8000000,6.8,8366,"",0,0,1,1,0,0,0
"Shadow, The",1994,108,40000000,5.2,3386,"",1,0,0,0,0,0,0
"Shadowlands",1993,131,NA,7.4,4085,"",0,0,0,1,0,1,0
"Shadows and Fog",1992,85,14000000,6.3,2303,"",0,0,1,1,0,0,0
"Shaft",1971,100,1125000,6.5,2923,"",1,0,0,1,0,0,0
"Shaft",2000,99,46000000,6,13742,"R",1,0,0,0,0,0,0
"Shakespeare in Love",1998,122,25000000,7.5,41999,"R",0,0,1,1,0,1,0
"Shall We Dance",2004,106,40000000,6,3479,"PG-13",0,0,1,1,0,1,0
"Shall we dansu?",1996,118,NA,7.7,3368,"PG-13",0,0,1,0,0,0,0
"Shallow Grave",1994,93,2500000,7.4,9401,"R",0,0,0,1,0,0,0
"Shallow Hal",2001,113,40000000,6.1,13217,"PG-13",0,0,1,1,0,1,0
"Shampoo",1975,109,NA,6.1,1593,"",0,0,1,0,0,1,0
"Shane",1953,118,NA,7.8,5603,"",0,0,0,1,0,0,0
"Shanghai Knights",2003,114,50000000,6.3,7279,"PG-13",1,0,1,0,0,0,0
"Shanghai Noon",2000,110,55000000,6.7,12258,"PG-13",1,0,1,0,0,0,0
"Shape of Things, The",2003,96,4000000,6.9,1816,"R",0,0,0,1,0,0,0
"Shark Tale",2004,90,75000000,5.9,7819,"PG",1,1,1,0,0,0,0
"Shattered",1991,98,NA,6.4,1441,"",0,0,0,0,0,0,0
"Shattered Glass",2003,95,6000000,7.5,4108,"PG-13",0,0,0,1,0,0,0
"Shaun of the Dead",2004,99,4000000,7.9,18685,"R",0,0,1,0,0,0,0
"Shawshank Redemption, The",1994,142,25000000,9.1,149494,"R",0,0,0,1,0,0,0
"She Wore a Yellow Ribbon",1949,103,1600000,7.5,2242,"",0,0,0,0,0,1,0
"She's All That",1999,95,10000000,5.5,13070,"PG-13",0,0,1,0,0,1,0
"She's Gotta Have It",1986,88,160000,6.3,1034,"",0,0,1,0,0,1,0
"She's Having a Baby",1988,106,NA,5.6,2342,"",0,0,1,1,0,0,0
"She's So Lovely",1997,100,18000000,5.7,2280,"R",0,0,1,1,0,1,0
"She's the One",1996,96,3500000,6,3779,"R",0,0,1,0,0,1,0
"She-Devil",1989,99,NA,4.5,2133,"",0,0,1,0,0,0,0
"Sheltering Sky, The",1990,139,NA,6.4,1483,"",0,0,0,1,0,0,0
"Sherlock, Jr.",1924,44,NA,8.2,1863,"",0,0,1,0,0,1,1
"Shi mian mai fu",2004,118,NA,7.6,8700,"PG-13",1,0,0,1,0,1,0
"Shichinin no samurai",1954,206,500000,8.9,32141,"",1,0,0,1,0,0,0
"Shine",1996,105,5500000,7.6,12425,"PG-13",0,0,0,1,0,1,0
"Shining Through",1992,132,NA,5.9,1808,"",0,0,0,1,0,1,0
"Shining, The",1980,146,19000000,8.3,50908,"",0,0,0,0,0,0,0
"Shipping News, The",2001,111,35000000,6.9,7695,"R",0,0,0,1,0,1,0
"Shirley Valentine",1989,108,NA,6.9,1104,"",0,0,1,0,0,0,0
"Shivers",1975,87,NA,6.1,1272,"",0,0,0,0,0,0,0
"Shoah",1985,566,NA,7,1113,"",0,0,0,0,1,0,0
"Shocker",1989,109,NA,4.8,1316,"",0,0,0,0,0,0,0
"Sholay",1975,162,NA,7.4,1724,"",1,0,1,1,0,1,0
"Shoot to Kill",1988,109,NA,6.4,1604,"",1,0,0,0,0,0,0
"Shooting Fish",1997,103,3000000,6.6,2701,"PG",0,0,1,0,0,1,0
"Shootist, The",1976,100,NA,7.5,3134,"",0,0,0,1,0,0,0
"Shop Around the Corner, The",1940,99,NA,8,2889,"",0,0,1,1,0,1,0
"Short Circuit",1986,98,NA,5.9,6165,"",0,0,1,0,0,0,0
"Short Circuit 2",1988,110,NA,4.5,3190,"",0,0,1,0,0,0,0
"Short Cuts",1993,190,NA,7.6,8165,"",0,0,0,1,0,0,0
"Shot in the Dark, A",1964,102,NA,7.5,3391,"",0,0,1,0,0,0,0
"Showdown in Little Tokyo",1991,79,NA,5.1,1462,"",1,0,1,1,0,0,0
"Showgirls",1995,131,45000000,3.8,11483,"NC-17",0,0,0,1,0,0,0
"Showtime",2002,96,85000000,5.5,7689,"PG-13",1,0,1,0,0,0,0
"Shrek",2001,90,60000000,8,65146,"PG",0,1,1,0,0,1,0
"Shrek 2",2004,92,75000000,7.8,27236,"PG",0,1,1,0,0,0,0
"Shuang long hui",1992,100,NA,5.9,1379,"PG-13",1,0,1,0,0,0,0
"Sibirskiy tsiryulnik",1998,275,35000000,7.1,1254,"",0,0,0,1,0,1,0
"Sid and Nancy",1986,110,4000000,7,3057,"",0,0,0,1,0,0,0
"Sidewalks of New York",2001,108,1000000,6.5,1998,"R",0,0,1,0,0,1,0
"Sideways",2004,123,16000000,8,17051,"R",0,0,1,1,0,0,0
"Siege, The",1998,116,70000000,5.9,9725,"R",1,0,0,1,0,0,0
"Signs",2002,108,72000000,7.1,40285,"PG-13",0,0,0,1,0,0,0
"Silence of the Lambs, The",1991,118,19000000,8.5,92060,"",0,0,0,0,0,0,0
"Silent Movie",1976,87,4400000,6.3,2321,"",0,0,1,0,0,0,0
"Silent Running",1972,89,NA,6.8,2860,"",0,0,0,1,0,0,0
"Silkwood",1983,131,NA,7.1,2562,"",0,0,0,1,0,0,0
"Silver Bullet",1985,95,7000000,5.6,2000,"",0,0,0,0,0,0,0
"Silver Streak",1976,114,NA,6.7,2472,"",1,0,1,0,0,0,0
"Silverado",1985,127,26000000,7,6118,"",1,0,0,1,0,0,0
"Simon Birch",1998,113,20000000,6.8,4612,"PG",0,0,1,1,0,0,0
"Simple Men",1992,105,NA,7.1,1017,"",0,0,1,1,0,0,0
"Simple Plan, A",1998,121,17000000,7.6,15398,"R",0,0,0,1,0,0,0
"Simply Irresistible",1999,94,6000000,4.7,3083,"PG-13",0,0,1,0,0,1,0
"Sin City",2005,124,45500000,8.3,23473,"R",1,0,0,0,0,0,0
"Sin nombre, Los",1999,102,NA,6.2,1127,"R",0,0,0,0,0,0,0
"Sinbad: Legend of the Seven Seas",2003,86,60000000,6.5,2340,"PG",0,1,0,0,0,0,0
"Singin' in the Rain",1952,103,2540800,8.5,20585,"",0,0,1,0,0,1,0
"Singing Detective, The",2003,109,10000000,5.3,1184,"R",0,0,1,1,0,0,0
"Single White Female",1992,107,NA,6.2,4403,"",0,0,0,1,0,0,0
"Singles",1992,99,NA,6.6,5897,"",0,0,1,1,0,1,0
"Sinnui yauman",1987,92,5600000,7.4,1606,"",1,0,0,0,0,1,0
"Sirens",1994,94,NA,5.9,2962,"",0,0,1,1,0,0,0
"Sister Act",1992,100,NA,5.9,10051,"",0,0,1,0,0,0,0
"Sister Act 2: Back in the Habit",1993,107,NA,4.6,4590,"",0,0,1,0,0,0,0
"Sisters",1973,92,500000,6.8,1088,"",0,0,0,0,0,0,0
"Siu lam juk kau",2001,89,NA,7.3,6680,"PG-13",1,0,1,0,0,0,0
"Siunin Wong Fei-hung tsi titmalau",1993,90,2000000,7.4,3173,"PG-13",1,0,1,0,0,0,0
"Six Days Seven Nights",1998,101,70000000,5.6,11112,"",1,0,1,0,0,1,0
"Six Degrees of Separation",1993,112,NA,7,4155,"",0,0,0,1,0,0,0
"Six-String Samurai",1998,91,2000000,6.2,1163,"PG-13",1,0,0,0,0,0,0
"Sixteen Candles",1984,93,6500000,6.9,8690,"",0,0,1,0,0,1,0
"Sixth Sense, The",1999,107,55000000,8.2,96987,"PG-13",0,0,0,1,0,0,0
"Sjunde inseglet, Det",1957,92,150000,8.4,9622,"",0,0,0,1,0,0,0
"Skulls, The",2000,106,15000000,5.3,6530,"PG-13",0,0,0,1,0,0,0
"Sky Captain and the World of Tomorrow",2004,106,40000000,6.5,12579,"PG",1,0,0,0,0,0,0
"Slacker",1991,97,23000,6.7,2108,"",0,0,1,1,0,0,0
"Slackers",2002,86,11000000,4.7,2755,"R",0,0,1,0,0,0,0
"Slap Shot",1977,123,NA,7.2,5509,"",1,0,1,1,0,0,0
"Slaughterhouse-Five",1972,104,NA,6.9,1521,"",0,0,1,1,0,0,0
"Sleepaway Camp",1983,84,350000,5.3,1104,"",0,0,0,0,0,0,0
"Sleeper",1973,89,2000000,7.4,5571,"",0,0,1,0,0,0,0
"Sleepers",1996,147,44000000,7,17896,"R",0,0,0,1,0,0,0
"Sleeping Beauty",1959,75,6000000,7.4,5843,"",0,1,0,0,0,1,0
"Sleeping with the Enemy",1991,99,NA,5.7,5687,"",0,0,0,1,0,0,0
"Sleepless in Seattle",1993,105,21000000,6.7,19224,"",0,0,1,1,0,1,0
"Sleepwalkers",1992,91,NA,4.3,2569,"R",0,0,0,0,0,0,0
"Sleepy Hollow",1999,105,65000000,7.4,38857,"R",0,0,0,0,0,0,0
"Sleuth",1972,138,NA,8.1,4807,"",0,0,0,0,0,0,0
"Sliding Doors",1998,99,NA,6.9,11954,"R",0,0,1,1,0,1,0
"Sling Blade",1996,135,NA,8,20361,"R",0,0,0,1,0,0,0
"Sliver",1993,107,NA,4.6,5610,"",0,0,0,0,0,0,0
"Slums of Beverly Hills",1998,92,5000000,6.4,2914,"R",0,0,1,1,0,0,0
"Small Soldiers",1998,110,40000000,5.8,6938,"PG-13",1,0,1,0,0,0,0
"Small Time Crooks",2000,94,18000000,6.5,6218,"PG",0,0,1,0,0,1,0
"Smilla's Sense of Snow",1997,120,35000000,6.3,3722,"R",1,0,0,1,0,0,0
"Smoke",1995,112,7000000,7.4,8111,"R",0,0,1,1,0,0,0
"Smoke Signals",1998,88,2000000,7.2,2665,"PG-13",0,0,1,1,0,0,0
"Smokey and the Bandit",1977,96,NA,6.3,5237,"",1,0,1,0,0,0,0
"Smokey and the Bandit II",1980,100,NA,4.4,1669,"",1,0,1,0,0,0,0
"Smokey and the Bandit Part 3",1983,85,NA,2.7,1440,"",0,0,1,0,0,0,0
"Snake Eyes",1998,98,73000000,5.7,12091,"R",0,0,0,0,0,0,0
"Snatch.",2000,102,10000000,7.9,44785,"R",0,0,1,0,0,0,0
"Sneakers",1992,126,NA,7,11994,"",1,0,0,1,0,0,0
"Sniper",1993,98,NA,5.7,2298,"",1,0,0,1,0,0,0
"Snow Day",2000,89,13000000,4.6,1645,"PG",0,0,1,0,0,1,0
"Snow Dogs",2002,99,35000000,5.1,2379,"PG",0,0,1,0,0,0,0
"Snow Falling on Cedars",1999,127,36000000,6.7,4536,"PG-13",0,0,0,1,0,0,0
"Snow White and the Seven Dwarfs",1937,83,1488000,7.8,14341,"",0,1,0,1,0,0,0
"Snow White: A Tale of Terror",1997,100,NA,6,1582,"R",0,0,0,0,0,0,0
"So I Married an Axe Murderer",1993,93,NA,6.2,6991,"",0,0,1,0,0,1,0
"Soapdish",1991,97,NA,6.1,3422,"",0,0,1,0,0,0,0
"Solaris",2002,99,47000000,6.3,11808,"PG-13",0,0,0,1,0,1,0
"Solas",1999,101,NA,7.4,1024,"R",0,0,0,1,0,0,0
"Soldaat van Oranje",1977,215,NA,7.6,1661,"",0,0,0,1,0,0,0
"Soldier",1998,98,75000000,5.2,5590,"R",1,0,0,0,0,0,0
"Soldier's Story, A",1984,101,NA,7.2,1270,"",0,0,0,1,0,0,0
"Solyaris",1972,165,NA,7.7,5225,"",0,0,0,1,0,0,0
"Some Kind of Wonderful",1987,95,NA,6.6,4040,"",0,0,0,1,0,1,0
"Some Like It Hot",1959,120,2883848,8.4,25369,"",0,0,1,0,0,1,0
"Someone Like You...",2001,97,23000000,5.7,4249,"PG-13",0,0,1,0,0,1,0
"Someone to Watch Over Me",1987,106,NA,6.1,1668,"",1,0,0,1,0,0,0
"Something Wicked This Way Comes",1983,95,19000000,6.5,1302,"",0,0,0,0,0,0,0
"Something Wild",1986,113,NA,6.6,2632,"",0,0,1,1,0,0,0
"Something to Talk About",1995,106,NA,5.6,2758,"R",0,0,1,1,0,1,0
"Something's Gotta Give",2003,128,NA,6.8,11275,"PG-13",0,0,1,1,0,1,0
"Somewhere in Time",1980,103,5100000,6.8,3837,"",0,0,0,1,0,1,0
"Sommarnattens leende",1955,110,NA,7.7,1150,"",0,0,1,0,0,1,0
"Sommersby",1993,114,NA,5.9,3981,"",0,0,0,1,0,1,0
"Son in Law",1993,95,NA,5,2478,"",0,0,1,0,0,0,0
"Son of the Mask",2005,94,74000000,1.9,1785,"PG",1,0,1,0,0,0,0
"Sonatine",1993,94,NA,7.5,2407,"R",1,0,0,1,0,0,0
"Song Remains the Same, The",1976,137,NA,6.5,1189,"",0,0,0,0,0,0,0
"Song of the South",1946,94,NA,7.3,1830,"",0,1,0,0,0,0,0
"Sonnenallee",1999,101,NA,7.1,1004,"",0,0,1,0,0,1,0
"Sono otoko, kyobo ni tsuki",1989,103,NA,7.2,1333,"",1,0,0,1,0,0,0
"Sons of Katie Elder, The",1965,122,NA,6.8,1494,"",0,0,0,0,0,0,0
"Sons of the Desert",1933,68,NA,7.7,1033,"",0,0,1,0,0,0,0
"Sophie's Choice",1982,150,NA,7.5,4002,"",0,0,0,1,0,1,0
"Sorority Boys",2002,93,12000000,5.1,2398,"R",0,0,1,0,0,0,0
"Sorry, Wrong Number",1948,89,NA,7.4,1015,"",0,0,0,1,0,0,0
"Soul Food",1997,114,7500000,6.5,1166,"R",0,0,1,1,0,0,0
"Soul Man",1986,104,NA,4.7,1503,"",0,0,1,0,0,0,0
"Soul Plane",2004,92,16000000,3.2,2361,"R",0,0,1,0,0,0,0
"Soul Survivors",2001,84,14000000,3.6,2305,"R",0,0,0,0,0,0,0
"Sound of Music, The",1965,174,8200000,7.8,20641,"",0,0,0,1,0,0,0
"Sous le sable",2000,92,NA,7.1,1819,"",0,0,0,1,0,0,0
"South Pacific",1958,171,6000000,6.6,1387,"",0,0,0,0,0,1,0
"South Park: Bigger Longer & Uncut",1999,81,21000000,7.6,33188,"R",0,1,1,0,0,0,0
"Southern Comfort",1981,105,NA,6.8,1620,"",0,0,0,1,0,0,0
"Soylent Green",1973,97,NA,6.7,4515,"",0,0,0,1,0,0,0
"Space Cowboys",2000,130,65000000,6.4,11887,"",0,0,0,1,0,0,0
"Space Jam",1996,87,80000000,5.2,7995,"PG",0,1,1,0,0,0,0
"Space Mutiny",1988,108,NA,1.7,1828,"",1,0,0,0,0,0,0
"Space Truckers",1996,95,25000000,4.5,1460,"PG-13",0,0,1,0,0,0,0
"SpaceCamp",1986,104,NA,5.2,1996,"",0,0,0,0,0,0,0
"Spaceballs",1987,96,22700000,6.7,20054,"",0,0,1,0,0,0,0
"Spanglish",2004,130,80000000,6.7,4698,"PG-13",0,0,1,1,0,1,0
"Spanish Prisoner, The",1997,110,NA,7.4,7433,"PG",0,0,0,1,0,0,0
"Spanking the Monkey",1994,100,200000,6.5,1352,"",0,0,1,1,0,0,0
"Spartacus",1960,198,12000000,8,17084,"",1,0,0,1,0,1,0
"Spartan",2004,106,NA,6.9,5589,"R",0,0,0,1,0,0,0
"Spawn",1997,98,40000000,4.6,7523,"PG-13",1,0,0,0,0,0,0
"Specialist, The",1994,110,45000000,4.7,6602,"",1,0,0,1,0,0,0
"Species",1995,108,35000000,5.4,8963,"R",1,0,0,1,0,0,0
"Species II",1998,93,NA,3.6,4311,"R",0,0,0,0,0,0,0
"Speechless",1994,99,NA,5.6,1158,"",0,0,1,0,0,1,0
"Speed",1994,116,28000000,7.1,32979,"R",1,0,0,0,0,0,0
"Speed 2: Cruise Control",1997,121,110000000,3.3,13268,"PG-13",1,0,0,0,0,1,0
"Spellbound",1945,111,1696377,7.6,5108,"",0,0,0,1,0,1,0
"Sphere",1998,134,80000000,5.3,12990,"PG-13",0,0,0,0,0,0,0
"Spice World",1997,93,25000000,3,7710,"PG",0,0,1,0,0,0,0
"Spider",2002,94,8000000,6.8,5193,"R",0,0,0,1,0,0,0
"Spider-Man",2002,121,139000000,7.4,63228,"PG-13",1,0,0,0,0,0,0
"Spider-Man 2",2004,127,200000000,7.9,40256,"PG-13",1,0,0,0,0,0,0
"Spies Like Us",1985,102,22000000,5.7,6434,"",0,0,1,0,0,0,0
"Spirit of St. Louis, The",1957,135,6000000,7.1,1007,"",0,0,0,1,0,0,0
"Spirit: Stallion of the Cimarron",2002,86,80000000,6.4,2738,"",0,1,0,0,0,0,0
"Spitfire Grill, The",1996,117,6000000,6.7,2245,"",0,0,0,1,0,0,0
"Splash",1984,111,8000000,6.3,9428,"",0,0,1,0,0,1,0
"Splendor in the Grass",1961,124,NA,7.5,2144,"",0,0,0,1,0,1,0
"Split Second",1992,90,7000000,5.3,1120,"",1,0,0,0,0,0,0
"SpongeBob SquarePants Movie, The",2004,90,30000000,6.5,2672,"PG",0,1,1,0,0,0,0
"Spoorloos",1988,107,NA,7.8,2827,"",0,0,0,1,0,0,0
"Spun",2002,106,2800000,6.2,3924,"R",0,0,1,1,0,0,0
"Spy Game",2001,126,92000000,7,16736,"R",1,0,0,1,0,0,0
"Spy Hard",1996,81,18000000,4.5,4686,"PG-13",1,0,1,0,0,0,0
"Spy Kids",2001,88,35000000,6.2,7400,"",1,0,1,0,0,0,0
"Spy Kids 2: Island of Lost Dreams",2002,99,39000000,5.8,3175,"PG",1,0,1,0,0,0,0
"Spy Kids 3-D: Game Over",2003,84,39000000,4.7,2597,"PG",1,0,1,0,0,0,0
"Spy Who Came In from the Cold, The",1965,112,NA,7.7,1048,"",0,0,0,0,0,0,0
"Spy Who Loved Me, The",1977,123,14000000,6.9,8130,"",1,0,0,0,0,0,0
"St. Elmo's Fire",1985,110,NA,5.9,5271,"",0,0,0,1,0,1,0
"Stage Beauty",2004,110,NA,7.3,1211,"R",0,0,0,1,0,0,0
"Stage Door",1937,92,952000,7.6,1085,"",0,0,0,1,0,0,0
"Stage Fright",1950,110,NA,6.9,1177,"",0,0,0,1,0,0,0
"Stagecoach",1939,96,531300,8,5646,"",1,0,0,1,0,1,0
"Stakeout",1987,116,NA,6.5,4215,"",0,0,1,0,0,1,0
"Stalag 17",1953,116,1315000,8.2,7153,"",0,0,0,1,0,0,0
"Stalingrad",1993,135,NA,7.4,2765,"",0,0,0,1,0,0,0
"Stalker",1979,163,NA,7.7,3994,"",0,0,0,0,0,0,0
"Stand and Deliver",1988,102,NA,7.1,2229,"",0,0,1,1,0,0,0
"Stand by Me",1986,89,8000000,8,30805,"",0,0,0,1,0,0,0
"Stanley & Iris",1990,104,NA,5.9,1156,"",0,0,0,1,0,1,0
"Stanley Kubrick: A Life in Pictures",2001,142,NA,7.7,1560,"",0,0,0,0,1,0,0
"Stanza del figlio, La",2001,99,NA,7.4,2992,"R",0,0,0,1,0,0,0
"Star 80",1983,100,NA,6.2,1152,"",0,0,0,1,0,0,0
"Star Chamber, The",1983,109,NA,6.1,1061,"",1,0,0,1,0,0,0
"Star Is Born, A",1954,176,5019770,7.7,1856,"",0,0,0,1,0,0,0
"Star Trek III: The Search for Spock",1984,105,17000000,6.2,9808,"",1,0,0,0,0,0,0
"Star Trek IV: The Voyage Home",1986,136,25000000,7.1,11647,"",0,0,1,0,0,0,0
"Star Trek V: The Final Frontier",1989,107,27800000,4.8,9215,"",1,0,0,0,0,0,0
"Star Trek VI: The Undiscovered Country",1991,113,30000000,6.9,10367,"",1,0,0,0,0,0,0
"Star Trek: First Contact",1996,106,45000000,7.3,25046,"PG-13",1,0,0,0,0,0,0
"Star Trek: Generations",1994,118,35000000,6.2,12651,"",1,0,0,1,0,0,0
"Star Trek: Insurrection",1998,103,58000000,6.3,13395,"PG",1,0,0,1,0,1,0
"Star Trek: Nemesis",2002,116,70000000,6.5,11785,"PG-13",1,0,0,1,0,0,0
"Star Trek: The Motion Picture",1979,143,35000000,5.8,10752,"PG",0,0,0,0,0,0,0
"Star Trek: The Wrath of Khan",1982,116,11000000,7.6,16333,"PG",1,0,0,0,0,0,0
"Star Wars",1977,125,11000000,8.8,134640,"PG",1,0,0,0,0,0,0
"Star Wars: Episode I - The Phantom Menace",1999,133,115000000,6.4,84488,"PG",1,0,0,0,0,0,0
"Star Wars: Episode II - Attack of the Clones",2002,120,120000000,7,63889,"PG",1,0,0,0,0,0,0
"Star Wars: Episode V - The Empire Strikes Back",1980,129,18000000,8.8,103706,"PG",1,0,0,0,0,0,0
"Star Wars: Episode VI - Return of the Jedi",1983,135,32500000,8.1,82471,"PG",1,0,0,0,0,0,0
"Stardust Memories",1980,91,10000000,6.8,2148,"",0,0,1,1,0,0,0
"Stargate",1994,130,55000000,6.4,17520,"",1,0,0,0,0,0,0
"Starman",1984,115,24000000,6.8,5541,"",0,0,0,1,0,1,0
"Starship Troopers",1997,129,95000000,6.7,32618,"R",1,0,0,0,0,0,0
"Starsky & Hutch",2004,101,60000000,6.3,13529,"PG-13",1,0,1,0,0,0,0
"Startup.com",2001,105,NA,7.2,1359,"R",0,0,0,0,1,0,0
"State and Main",2000,105,NA,7,6995,"R",0,0,1,0,0,0,0
"State of Grace",1990,134,NA,7.1,2111,"",0,0,0,1,0,0,0
"Station Agent, The",2003,88,500000,8.1,7112,"R",0,0,0,1,0,0,0
"Stay Tuned",1992,88,NA,5.2,1607,"",0,0,1,0,0,0,0
"Staying Alive",1983,96,NA,3.8,1931,"",0,0,0,1,0,0,0
"Stealing Beauty",1996,113,NA,6.2,3932,"R",0,0,0,1,0,0,0
"Stealing Harvard",2002,82,25000000,4.7,2547,"PG-13",0,0,1,1,0,0,0
"Stealing Home",1988,98,NA,6.8,1296,"",0,0,0,1,0,0,0
"Steamboat Bill, Jr.",1928,73,NA,7.9,1205,"",0,0,1,0,0,1,0
"Steel",1997,97,16000000,2.6,1607,"PG-13",1,0,0,0,0,0,0
"Steel Magnolias",1989,119,NA,6.8,6430,"",0,0,1,1,0,1,0
"Stepford Wives, The",1975,115,NA,6.8,2025,"",0,0,0,0,0,0,0
"Stepford Wives, The",2004,93,90000000,5.3,7773,"PG-13",0,0,1,1,0,0,0
"Stepmom",1998,124,50000000,6.1,7470,"PG-13",0,0,1,1,0,0,0
"Stigmata",1999,103,32000000,6,14062,"R",0,0,0,1,0,0,0
"Still Crazy",1998,100,NA,6.6,1561,"R",0,0,1,0,0,1,0
"Still Smokin",1983,91,NA,4.8,1132,"",0,0,1,0,0,0,0
"Sting, The",1973,129,5500000,8.4,23678,"",0,0,1,1,0,0,0
"Stir Crazy",1980,108,NA,6.3,2125,"",0,0,1,0,0,0,0
"Stir of Echoes",1999,99,13000000,7,11433,"R",0,0,0,0,0,0,0
"Stop Making Sense",1984,88,NA,7.8,2176,"",0,0,0,0,1,0,0
"Stop! Or My Mom Will Shoot",1992,87,NA,3.2,5652,"",1,0,1,0,0,0,0
"Story of Us, The",1999,95,50000000,5.6,4953,"R",0,0,1,1,0,1,0
"Storytelling",2001,87,NA,6.7,4025,"R",0,0,1,1,0,0,0
"Strada, La",1954,115,NA,8.2,5012,"",0,0,0,1,0,0,0
